COD_WMO,UF,ESTACAO,LAT,LON,ALT,MES,SOLAR_IRRAD_kwh_m2_dia,WIND_SPEED_ms,dias_validos_solar,dias_validos_vento
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,5,3.4626,1.0103,32,62
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,6,3.599,1.1979,34,60
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,7,3.8299,1.3146,31,62
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,8,4.1524,1.5171,31,61
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,9,4.3512,1.3695,30,36
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,10,5.2917,1.4578,31,31
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,11,5.2751,1.5303,30,30
A444,BA,VALENCA,-13.3436111,-39.12666666,93.12,12,5.4827,1.4813,57,58
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,1,5.5467,1.8158,124,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,2,5.7428,1.906,113,113
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,3,6.0135,1.8985,124,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,4,4.906,1.9211,120,120
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,5,4.4584,1.8993,124,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,6,4.2114,1.896,120,120
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,7,4.2724,2.0351,124,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,8,4.9782,2.2091,124,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,9,5.9283,2.4181,120,120
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,10,6.193,2.4845,123,124
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,11,5.2749,2.0461,120,120
A414,BA,VITORIA DA CONQUISTA,-14.88638888,-40.80138888,879.38,12,6.235,1.9613,124,124
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,1,4.9892,3.174,36,37
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,2,3.7201,2.6068,29,29
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,3,3.2299,1.8846,56,57
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,4,3.4371,1.7981,60,60
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,5,3.6932,2.4019,62,62
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,6,5.535,2.7257,60,60
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,7,5.7172,3.3675,62,62
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,8,5.7936,3.6197,61,63
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,9,6.0277,4.2538,60,60
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,10,6.1128,4.3569,62,62
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,11,5.7329,3.7506,60,60
A360,CE,ACARAU,-3.1211111,-40.08722221,67.15,12,5.15,3.7024,62,62
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,1,1.8352,0.8191,1,30
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,3,4.8316,1.0158,24,29
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,4,4.74,1.0202,24,31
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,5,4.3766,1.2736,26,31
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,6,3.8688,1.7592,23,30
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,7,4.5255,1.7786,13,31
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,8,4.6601,1.6845,21,31
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,9,5.4374,1.8672,15,30
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,10,5.1888,1.3374,6,31
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,11,4.3255,1.2658,5,30
A315,CE,BARBALHA,-7.30083333,-39.2711111,409.41,12,3.6803,1.0626,3,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,1,4.3514,2.2891,31,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,2,4.3217,2.2145,29,29
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,3,3.8546,1.7655,58,59
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,4,2.5667,1.644,59,59
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,5,4.1446,2.334,31,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,6,4.1191,3.1103,30,30
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,7,4.5971,3.1339,31,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,8,4.8337,3.0398,31,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,9,5.4618,3.3719,30,30
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,10,5.6555,2.9155,31,31
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,11,5.1644,2.9501,30,30
A347,CE,CAMPOS SALES,-7.07777777,-40.36277777,577.95,12,4.7465,2.7695,31,31
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,1,3.379,1.8217,124,121
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,2,3.3703,1.7241,92,95
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,3,3.2794,1.6073,93,102
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,4,2.8484,1.1371,90,92
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,5,1.9072,0.9456,93,93
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,6,2.1473,1.4744,90,102
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,7,2.3829,1.9778,106,124
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,8,3.2605,1.9534,115,124
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,9,4.3768,2.2937,101,110
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,10,4.7105,2.429,94,101
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,11,4.1062,2.1239,90,90
A342,CE,CRATEUS,-5.18666666,-40.67222221,298.19,12,3.9667,2.1633,93,77
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,1,3.8232,2.1717,93,123
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,2,3.619,1.8435,85,85
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,3,3.2634,1.362,91,93
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,4,3.2336,1.2954,81,89
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,5,3.1796,1.7458,64,69
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,6,3.2195,1.9084,60,63
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,7,3.5409,2.3069,62,64
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,8,4.2524,2.7155,62,63
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,9,4.5449,3.1211,60,60
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,10,4.7773,3.2213,62,62
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,11,4.6609,2.7267,60,62
A305,CE,FORTALEZA,-3.81583333,-38.53777777,29.55,12,4.3521,3.0042,62,93
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,1,4.0235,1.2915,31,31
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,2,3.7696,1.4169,28,35
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,3,3.4594,1.7421,37,69
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,4,3.3296,1.7235,31,50
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,6,3.3172,2.4467,6,8
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,7,3.592,2.6934,23,31
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,8,4.6424,2.5878,20,38
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,10,4.8823,2.887,8,20
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,11,4.7501,1.2697,30,30
A314,CE,GUARAMIRANGA,-4.22916666,-38.95888888,865.53,12,4.7489,1.4406,31,31
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,1,3.0186,1.961,109,117
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,2,3.2186,1.8355,98,109
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,3,3.1913,1.6728,108,116
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,4,3.1454,1.5219,108,112
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,5,3.0892,1.9568,72,77
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,6,2.7658,2.5041,67,72
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,7,3.1105,2.9251,64,70
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,8,3.4344,3.1057,66,74
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,9,3.7035,2.9663,81,84
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,10,3.8516,2.8977,80,82
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,11,3.3092,2.6806,68,72
A319,CE,IGUATU,-6.39638888,-39.26888888,221.56,12,3.3856,2.4762,72,76
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,1,4.0296,3.711,62,62
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,2,3.7959,3.2444,57,57
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,3,3.7362,2.2828,55,37
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,4,4.3512,1.9494,32,34
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,5,4.5579,2.9395,31,31
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,6,4.4101,3.1599,30,30
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,7,4.6206,3.9303,31,31
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,8,5.0031,4.0892,54,55
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,9,5.2543,4.76,60,60
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,10,5.2054,4.948,62,62
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,11,4.9104,4.5288,60,60
A359,CE,ITAPIPOCA,-3.48416666,-39.5886111,104.49,12,4.5163,4.5215,62,62
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,1,4.9406,2.2362,75,93
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,2,5.0244,2.5709,62,82
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,3,5.3376,1.9439,59,62
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,4,4.8194,1.7666,59,60
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,5,4.4857,2.122,62,62
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,6,4.2474,2.8739,54,60
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,7,4.6712,3.212,62,62
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,8,5.0252,3.0568,80,81
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,9,5.8122,2.9845,65,86
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,10,5.7923,2.6642,78,91
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,11,5.4873,2.2452,90,90
A358,CE,JAGUARIBE,-5.90555555,-38.62777777,149.31,12,5.2687,2.4797,88,93
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,1,4.8615,2.9383,93,93
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,2,5.0037,2.748,85,85
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,3,4.9549,2.106,93,93
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,4,4.9874,1.8725,90,90
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,5,4.8918,2.1869,93,93
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,6,4.5332,2.5587,69,74
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,7,4.664,3.4106,34,61
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,8,5.3385,3.6917,67,75
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,9,5.6788,4.2914,75,90
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,10,5.8386,4.3967,93,93
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,11,5.78,4.105,69,90
A339,CE,JAGUARUANA,-4.78694444,-37.76666666,49.0,12,5.3313,3.9385,83,93
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,1,4.4391,2.8528,124,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,2,4.6258,2.5443,111,113
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,3,4.6703,2.1052,124,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,4,6.2614,1.9008,120,120
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,5,5.0764,2.0372,124,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,6,3.4192,2.2563,120,120
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,7,3.8596,2.568,124,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,8,5.0717,2.8754,124,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,9,5.3622,3.3488,120,120
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,10,5.8044,3.745,120,124
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,11,4.7067,3.8769,120,120
A332,CE,MORADA NOVA,-5.0911111,-38.36472222,92.0,12,4.6548,3.711,124,124
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,1,5.0542,2.2178,43,62
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,2,4.4988,1.9443,43,55
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,3,4.9241,1.8673,44,31
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,4,3.9965,1.875,38,30
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,5,3.2158,2.0513,45,31
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,6,2.082,2.2275,31,30
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,7,1.6495,2.061,13,31
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,8,4.8959,1.9849,24,38
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,9,3.6429,2.3746,57,31
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,10,3.7382,2.7362,58,31
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,11,4.75,2.3779,37,42
A369,CE,QUIXADA,-4.97888888,-39.05722222,193.0,12,5.3931,2.6259,35,62
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,1,5.0949,2.8732,84,124
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,2,5.2748,2.8106,67,93
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,3,5.0454,1.7279,62,93
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,4,4.9891,1.4808,46,74
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,5,4.7026,1.7963,42,74
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,6,4.5421,1.8678,33,65
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,7,5.1119,2.3707,48,77
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,8,5.4791,2.7344,60,72
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,9,6.0324,3.6312,86,90
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,10,5.9584,3.7634,86,93
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,11,5.5743,3.6187,56,66
A325,CE,QUIXERAMOBIM,-5.17444443,-39.28944444,221.04,12,5.3426,3.2501,51,62
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,1,4.3999,0.7448,62,62
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,2,4.3785,0.3588,57,57
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,3,4.3159,0.158,62,62
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,4,4.3218,0.1759,60,60
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,5,4.383,0.0804,37,38
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,6,3.7094,0.585,30,30
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,7,4.6125,0.6182,23,24
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,8,5.2392,0.9754,45,46
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,9,5.9446,1.4156,30,30
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,10,5.613,1.2844,5,7
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,11,4.8548,1.7344,10,12
A306,CE,SOBRAL,-3.74805555,-40.34583333,92.07,12,4.8009,1.2376,60,62
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,1,4.7959,2.0825,31,31
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,2,4.778,1.8942,28,28
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,3,4.5831,1.8528,21,21
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,8,5.733,2.8494,28,30
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,9,5.8736,3.4277,34,55
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,10,5.8556,3.5039,31,36
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,11,4.5712,2.2017,30,30
A324,CE,TAUA,-6.01749999,-40.28138888,410.87,12,4.9767,2.5777,31,31
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,1,5.0369,3.4319,62,31
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,2,4.45,2.944,57,29
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,3,4.5476,2.6968,62,56
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,4,4.9182,2.6485,60,60
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,5,4.5804,3.1107,62,62
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,6,4.3422,3.1655,60,60
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,7,5.3823,3.6377,35,37
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,8,5.7995,3.5008,57,58
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,9,6.0401,4.0321,60,60
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,10,6.2218,4.2805,62,62
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,11,5.7644,3.6555,60,60
A368,CE,TIANGUA,-3.73222221,-41.01194444,756.0,12,5.288,3.9559,62,48
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,1,4.4153,0.9354,62,88
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,2,4.2553,0.9953,62,85
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,3,4.4469,0.4837,93,93
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,4,4.3486,0.3348,80,81
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,5,4.306,0.3405,62,62
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,6,4.6387,0.7421,60,60
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,7,4.7145,1.004,45,65
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,8,5.0761,1.0735,93,93
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,9,5.4821,0.9344,90,90
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,10,5.4781,0.8166,89,93
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,11,4.5547,0.744,63,88
A223,MA,ALTO PARNAIBA,-9.10833333,-45.93194443,283.69,12,4.6921,0.7711,62,85
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,1,4.0529,1.0234,27,62
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,2,4.2176,0.802,23,57
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,3,4.2779,0.7033,29,62
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,4,4.1602,0.5336,30,37
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,5,4.0958,0.7063,31,31
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,6,4.7318,0.8417,30,30
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,7,4.8137,1.0612,31,31
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,8,5.1587,1.1043,31,40
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,9,5.1505,1.2732,30,60
A220,MA,BACABAL,-4.24305555,-44.79499999,22.33,10,5.7266,1.6783,17,49
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,1,4.4801,0.8854,69,71
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,2,4.239,0.8793,85,85
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,3,4.445,0.6829,93,93
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,4,4.583,0.8425,66,67
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,5,4.7208,1.2218,46,47
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,6,4.9572,1.4553,36,37
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,7,5.0583,1.485,38,40
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,8,5.3574,1.4867,64,66
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,9,5.5798,1.5156,60,60
A204,MA,BALSAS,-7.45555555,-46.02749999,271.03,10,5.3163,1.3561,55,56
